"gt50" "edu" "age" "gender" "mar"
"5754" 1 16 48.0680436405819 1 1
"5755" 1 12 56.6729331722017 1 1
"5756" 1 14 50.7961006793194 1 1
"5757" 1 18 57.9611066987272 1 1
"5758" 0 13 20.5616141350474 0 0
"5759" 0 14 46.0316752451472 0 0
"5760" 0 13 21.1115319440141 0 0
"5761" 0 12 37.1681636236608 1 1
"5762" 0 13 42.6007453750353 1 1
"5763" 0 12 20.5577676689718 0 0
"5764" 1 21 54.293436915148 1 1
"5765" 0 12 32.222095786361 0 1
"5766" 0 13 62.1477566924877 0 1
"5767" 1 13 50.6909461484756 1 1
"5768" 0 13 49.4108613906428 0 0
"5769" 0 14 48.6471526599489 1 1
"5770" 0 13 24.0712039745413 0 0
"5771" 1 18 46.0191815735307 1 1
"5772" 0 12 42.8777773266193 0 0
"5773" 0 13 52.2202220170293 1 1
"5774" 0 14 58.0412287001964 0 0
"5775" 0 13 37.8160260939039 0 0
"5776" 0 12 34.6296939018648 1 1
"5777" 0 13 26.218762883218 1 1
"5778" 0 13 18.027987828711 0 0
"5779" 0 13 33.4395368471742 1 0
"5780" 0 13 41.9692064763512 0 0
"5781" 0 14 21.5747929399367 0 0
"5782" 0 14 23.5215304684825 0 0
"5783" 0 13 26.5986689364072 0 0
"5784" 0 16 33.1445986819454 0 1
"5785" 0 13 24.6115447855555 0 0
"5786" 0 10 43.0701493716333 1 1
"5787" 0 12 52.2374567068182 0 0
"5788" 0 13 27.5707260805648 0 0
"5789" 0 7 61.4198813082185 0 0
"5790" 0 12 35.4109412604012 1 1
"5791" 1 12 35.3397804682609 1 1
"5792" 1 12 45.7722911690362 1 1
"5793" 1 12 43.6256279156078 1 1
"5794" 1 12 51.807406521868 1 1
"5795" 0 16 35.2561126926448 1 1
"5796" 1 16 47.2097377977334 1 1
"5797" 0 13 22.2366266977042 1 0
"5798" 1 14 49.1675001052208 1 1
"5799" 0 12 20.5077177844942 1 0
"5800" 0 10 19.1675906761084 0 0
"5801" 0 12 27.5420907333028 1 0
"5802" 0 14 42.190676481463 0 0
"5803" 0 13 27.9908784322906 1 0
"5804" 0 13 23.7033199649304 1 0
"5805" 0 13 20.7315071776975 0 0
"5806" 0 12 47.4407674355898 1 1
"5807" 0 0.8 17.2738427836448 1 0
"5808" 0 10 76.0283060716465 1 1
"5809" 0 13 39.6920000319369 0 0
"5810" 0 9 25.5631621517241 1 1
"5811" 0 14 31.037203297019 0 1
"5812" 0 12 44.1748083997518 1 0
"5813" 1 14 53.852453981759 1 1
"5814" 0 13 34.0861395217944 1 0
"5815" 0 13 45.9150225748308 1 1
"5816" 0 12 34.9186413094867 1 1
"5817" 1 18 35.4104043671396 1 1
"5818" 0 13 36.3999354611151 1 0
"5819" 0 13 45.8804065503646 0 0
"5820" 0 13 37.6034949619789 1 1
"5821" 1 14 53.5540044631343 1 1
"5822" 1 18 35.3196257881355 0 1
"5823" 0 12 38.2243949451949 1 1
"5824" 0 13 65.1650337304454 1 1
"5825" 0 10 49.9197187961545 1 0
"5826" 0 12 24.5587072719354 1 0
"5827" 0 13 54.8858588407747 1 1
"5828" 0 10 17.3655627556145 0 0
"5829" 0 0.8 19.176864961395 1 0
"5830" 0 12 60.9294301490299 0 0
"5831" 1 16 46.2873897042591 1 1
"5832" 0 18 78.0725221096072 0 0
"5833" 0 13 26.2934126032051 0 0
"5834" 0 0.2 58.8958000142593 1 1
"5835" 0 12 37.155253076693 1 0
"5836" 1 18 41.704855506774 1 1
"5837" 0 16 30.1537847022992 1 0
"5838" 0 13 19.7609168263152 0 0
"5839" 1 16 48.5992858337704 1 1
"5840" 0 13 22.1402911653277 0 0
"5841" 0 18 50.720116577344 1 1
"5842" 0 0.2 25.2817776282318 0 0
"5843" 0 10 18.9419388587121 1 0
"5844" 0 12 21.7110065419693 1 0
"5845" 0 13 47.933747028932 1 1
"5846" 0 12 33.5837372350506 0 0
"5847" 0 12 39.4752818418201 1 0
"5848" 1 16 67.5397081500851 1 1
"5849" 0 13 19.356402185047 1 0
"5850" 0 10 18.9202855429612 1 0
"5851" 0 12 36.7951979709323 1 0
"5852" 0 13 23.7868294955697 1 0
"5853" 0 13 25.698852571426 0 0
"5854" 0 13 40.6316926747095 1 1
"5855" 0 12 73.2518911338411 1 1
"5856" 0 13 35.2604569778778 1 1
"5857" 1 14 31.0836661027279 1 1
"5858" 0 10 20.4716547764838 1 0
"5859" 0 12 20.817670649616 0 0
"5860" 0 12 27.702665758552 1 1
"5861" 0 10 66.0302989026532 1 1
"5862" 0 18 66.3971578571945 1 1
"5863" 0 18 64.5065991815645 0 0
"5864" 0 13 48.2661054204218 1 0
"5865" 0 16 24.9120308884885 0 0
"5866" 0 12 51.7861457185354 1 1
"5867" 1 16 25.4223980298266 1 1
"5868" 0 11 33.4325953861699 0 0
"5869" 0 12 50.937308919616 1 1
"5870" 0 7 51.0124933016486 1 1
"5871" 1 16 34.1618297540117 1 1
"5872" 0 7 41.4385351093952 0 0
"5873" 0 13 30.856450018473 1 1
"5874" 0 13 59.6936156789307 1 0
"5875" 1 13 41.7760816519149 1 1
"5876" 1 18 36.2564299120568 1 0
"5877" 0 0.2 37.4254518770613 1 1
"5878" 0 12 28.5378310065717 1 0
"5879" 0 12 19.9450718632434 1 0
"5880" 0 13 28.5576793388464 1 1
"5881" 0 10 62.8863900683355 1 1
"5882" 1 18 36.6355666494928 1 1
"5883" 0 10 58.9792189118452 1 0
"5884" 0 12 42.5379257116001 1 0
"5885" 0 12 43.6802891807165 1 1
"5886" 0 12 29.7605324599426 1 1
"5887" 0 12 32.2122733078431 1 0
"5888" 0 9 64.64270874043 1 0
"5889" 1 16 39.3006750612985 0 1
"5890" 0 16 26.9944644307252 0 0
"5891" 0 12 19.11706343689 1 0
"5892" 0 12 21.2230131451506 0 0
"5893" 0 13 32.354131994769 0 0
"5894" 0 14 30.8097169378307 1 1
"5895" 0 16 26.3107189827133 0 0
"5896" 0 13 20.6082510072738 0 0
"5897" 0 13 19.0526422038674 1 0
"5898" 1 16 33.7233529898804 1 1
"5899" 0 13 23.7171842812095 1 1
"5900" 0 12 29.9803106363397 1 1
"5901" 0 12 42.8456950925756 0 1
"5902" 0 12 30.5004447456449 1 1
"5903" 0 12 63.0573142329231 0 1
"5904" 0 12 34.0317019422073 1 1
"5905" 0 13 60.9407988418825 1 1
"5906" 0 12 48.1581708856393 1 1
"5907" 0 16 25.4411098279525 1 0
"5908" 0 14 27.9653676406015 0 1
"5909" 1 12 55.1453714703675 1 0
"5910" 0 13 32.5876406335738 0 0
"5911" 0 13 22.1535384764429 1 0
"5912" 0 12 25.483173799701 1 0
"5913" 0 11 18.0042391952593 0 0
"5914" 0 13 24.8263224586844 0 1
"5915" 0 16 29.8528042123653 0 0
"5916" 0 11 73.5269157162402 1 1
"5917" 1 12 39.3643132904544 1 1
"5918" 0 18 33.9454950031359 1 1
"5919" 1 12 57.3416832736693 0 0
"5920" 0 10 22.7613219509367 0 0
"5921" 0 12 33.2690220552031 0 0
"5922" 0 12 33.8631009261589 1 1
"5923" 0 12 42.3000174139161 1 1
"5924" 0 16 43.4052477157675 1 0
"5925" 1 13 57.982987072086 1 1
"5926" 0 18 42.2592835123651 1 0
"5927" 0 13 22.8167244044598 1 0
"5928" 0 13 21.658448604634 0 0
"5929" 1 16 42.8946517612785 1 1
"5930" 0 13 39.1564113157801 1 1
"5931" 1 13 41.5484482976608 0 1
"5932" 0 12 20.6645614402369 1 0
"5933" 0 13 47.1022358827759 1 1
"5934" 0 13 44.056672322331 0 0
"5935" 0 16 29.0940806614235 0 0
"5936" 1 13 52.1048275933135 0 1
"5937" 1 13 71.7204914435279 1 0
"5938" 0 12 52.380631868029 1 0
"5939" 0 12 36.9449325962923 1 1
"5940" 1 13 53.0846648733132 1 0
"5941" 1 12 37.6351297232322 0 1
"5942" 0 10 26.6234253919683 1 0
"5943" 1 16 34.7325627305545 1 1
"5944" 1 16 35.5497929102276 1 0
"5945" 0 9 20.9153327161912 0 0
"5946" 0 13 34.4850842005108 1 1
"5947" 0 16 56.5795045194682 1 1
"5948" 1 16 39.7730884111952 0 1
"5949" 0 13 24.8733108793385 0 0
"5950" 0 11 24.1557479989715 0 0
"5951" 0 16 23.9214443764649 1 0
"5952" 0 16 27.1610783275682 1 0
"5953" 0 12 25.4055189802311 0 0
"5954" 0 13 29.4705415160861 0 0
"5955" 1 13 42.0555059004109 0 1
"5956" 0 12 51.2662293906324 1 1
"5957" 0 14 31.5440498264506 1 1
"5958" 0 0.2 59.4447884799447 1 1
"5959" 0 12 29.9731003942434 0 1
"5960" 0 12 18.1111260857433 0 0
"5961" 0 12 24.4357873762492 0 1
"5962" 0 13 38.4701525717974 1 0
"5963" 0 12 36.6920790728182 0 0
"5964" 0 12 34.9288175746333 1 0
"5965" 1 16 42.7260660652537 1 1
"5966" 0 0.8 45.307417797856 1 0
"5967" 0 14 21.2751018148847 1 0
"5968" 1 21 64.7659648698755 1 1
"5969" 0 12 32.0224453408737 1 0
"5970" 1 16 45.5494067873806 1 0
"5971" 0 5 53.5869934342336 1 1
"5972" 0 12 42.2173445650842 1 1
"5973" 0 12 32.8583933336195 0 0
"5974" 0 12 49.1754371379502 1 1
"5975" 0 5 62.8189205350354 1 1
"5976" 0 16 28.7185426240321 1 1
"5977" 1 21 29.8096581839491 1 1
"5978" 0 12 32.2428164561279 1 0
"5979" 1 10 37.3405789933167 1 0
"5980" 1 16 38.3200671542436 1 1
"5981" 0 12 44.2290088168811 1 0
"5982" 0 12 19.9213016314898 1 0
"5983" 0 13 22.5044333855622 1 0
"5984" 0 16 24.8238393384963 0 0
"5985" 1 12 58.9593685236759 1 1
"5986" 0 16 56.9086796431802 0 0
"5987" 0 10 37.1893755544443 0 0
"5988" 0 13 43.9864655644633 1 0
"5989" 0 12 32.4340535893571 1 1
"5990" 0 16 34.608394901501 0 0
"5991" 0 9 44.1933638255578 0 0
"5992" 0 12 28.5854501614813 1 0
"5993" 0 12 35.2739529893734 0 0
"5994" 0 12 38.728463327745 1 1
"5995" 0 13 26.7213015398011 0 0
"5996" 0 11 20.2736762878485 1 0
"5997" 1 12 24.330736606149 1 1
"5998" 0 12 40.5588244018145 1 0
"5999" 0 12 23.0475775639061 1 0
"6000" 0 11 79.422816485865 1 1
"6001" 0 10 44.6586560800206 0 0
"6002" 1 18 51.63715440128 0 1
"6003" 0 12 30.2660271457862 1 1
"6004" 1 14 52.3588248905726 1 1
"6005" 1 16 41.9887597195338 1 1
"6006" 0 5 33.3456982274074 1 1
"6007" 1 16 50.6438788475934 1 0
"6008" 1 14 51.7604745402932 1 1
"6009" 0 12 41.9926735667977 1 0
"6010" 1 16 35.2152372072451 0 1
"6011" 1 13 34.4266103166156 1 1
"6012" 0 16 28.1813477003016 1 0
"6013" 0 14 31.3883859266061 1 0
"6014" 0 12 22.9761685705744 1 0
"6015" 0 12 67.7121763250325 0 0
"6016" 1 12 65.5749061349779 1 1
"6017" 1 12 39.5926903318614 1 1
"6018" 0 13 23.6156419722829 1 0
"6019" 0 14 29.1649135630578 1 1
"6020" 1 10 57.5457514447626 1 0
"6021" 0 13 47.6030189036392 0 0
"6022" 0 12 51.4289546939544 1 1
"6023" 0 12 34.2469859276898 1 1
"6024" 1 12 52.9293578090146 1 1
"6025" 1 12 29.2263917496894 1 1
"6026" 0 12 29.5093944182154 1 1
"6027" 0 13 25.117558083497 1 1
"6028" 0 13 21.5051994605456 0 0
"6029" 0 16 38.3602434473578 0 1
"6030" 1 12 55.11551130726 1 1
"6031" 0 16 61.2967767065857 0 0
"6032" 1 14 34.4619951173663 0 0
"6033" 0 16 41.2418911091518 1 1
"6034" 0 14 27.8042315861676 1 0
"6035" 1 16 78.0098234689794 1 0
"6036" 1 12 40.9731678487733 1 1
"6037" 0 7 26.750242537586 1 1
"6038" 0 12 43.7079043460544 1 1
"6039" 0 12 55.7989655977581 0 0
"6040" 0 14 25.0251208299305 1 1
"6041" 0 13 26.9819594852161 0 0
"6042" 1 12 43.4505839853082 1 1
"6043" 0 13 25.1580014880747 1 0
"6044" 0 13 22.9211086598225 0 0
"6045" 1 12 52.3080385611393 1 1
"6046" 0 12 61.5515820027795 0 1
"6047" 0 16 42.1468028859235 1 0
"6048" 0 14 21.9114883420989 0 0
"6049" 0 12 44.4713983577676 1 1
"6050" 0 12 65.3496462395415 1 1
"6051" 0 12 56.8227866450325 1 0
"6052" 0 14 33.7217495907098 1 0
"6053" 0 10 22.301061231643 0 0
"6054" 0 12 43.1912179593928 0 0
"6055" 0 12 45.9552002267446 1 0
"6056" 0 12 42.424392240122 0 0
"6057" 0 12 37.7758345995098 1 1
"6058" 0 9 56.5015737423673 1 0
"6059" 0 10 35.0020881511737 0 0
"6060" 0 14 40.4291131349746 0 0
"6061" 0 16 31.3704804407898 1 1
"6062" 0 16 26.4434015823063 1 1
"6063" 0 16 26.7470802366734 1 0
"6064" 0 16 42.7005319227464 1 1
"6065" 0 12 45.3209587805904 1 1
"6066" 1 13 47.3942530811764 1 1
"6067" 0 13 22.5163693455979 1 1
"6068" 0 16 33.5565118759405 1 0
"6069" 0 12 37.6723592637572 1 0
"6070" 0 12 48.6974435218144 1 1
"6071" 0 10 57.9698529308662 1 1
"6072" 0 13 47.1556500187144 0 0
"6073" 0 9 58.8531088058371 1 1
"6074" 0 11 55.1593419529963 0 0
"6075" 0 13 52.1601921620313 1 1
"6076" 0 16 29.1655180000234 1 0
"6077" 0 18 42.8436357167084 0 0
"6078" 0 12 23.0819106672425 1 0
"6079" 0 0.8 23.9510448293295 0 0
"6080" 0 14 46.7680270180572 1 1
"6081" 0 13 30.1565177561715 1 0
"6082" 1 16 43.874232028611 0 1
"6083" 0 13 25.5966049516574 0 0
"6084" 1 12 32.4606112828478 1 1
"6085" 0 9 56.8409038188402 1 1
"6086" 0 12 33.1279401036445 1 1
"6087" 0 13 19.8442850653082 1 0
"6088" 0 13 20.849929055199 0 0
"6089" 0 13 34.1708582991268 1 1
"6090" 0 9 34.1976103885099 0 0
"6091" 0 12 55.6159511622973 1 1
"6092" 0 9 55.2804250763729 0 1
"6093" 0 13 31.409620645456 1 0
"6094" 0 12 30.685234246077 0 0
"6095" 0 12 31.4889593855478 1 0
"6096" 0 12 51.5409816838801 1 0
"6097" 0 12 59.277867576573 1 1
"6098" 0 12 58.3651715617161 0 0
"6099" 0 9 40.7924996071961 1 1
"6100" 0 12 54.1632470719051 1 1
"6101" 1 16 25.8770805238746 1 1
"6102" 0 11 18.4166361070238 1 0
"6103" 0 13 41.1565831883345 1 1
"6104" 0 10 57.773115925258 0 0
"6105" 1 12 37.0713663359638 1 1
"6106" 0 12 46.6539972962346 0 0
"6107" 0 12 39.3323306869715 0 0
"6108" 0 12 19.935650896281 0 0
"6109" 0 14 41.7589335818775 1 1
"6110" 0 12 54.0029856048059 1 0
"6111" 1 18 39.4854845523369 1 1
"6112" 1 12 41.6631782432087 1 1
"6113" 0 20 26.8458086131141 0 0
"6114" 0 12 57.2262016355526 1 1
"6115" 1 13 33.5369344844949 1 1
"6116" 1 13 56.725970081985 1 1
"6117" 0 12 60.0633235783316 1 1
"6118" 0 12 22.7466639522463 1 0
"6119" 0 0.8 58.3658939963207 1 1
"6120" 1 18 48.5318718897179 0 1
"6121" 1 18 45.624501535669 1 1
"6122" 0 12 18.3107490062248 0 0
"6123" 0 12 56.8918737978674 0 0
"6124" 1 12 48.7557077361271 1 1
"6125" 0 16 40.7096530206036 0 0
"6126" 0 12 38.974507201463 1 0
"6127" 0 13 58.6353709134273 0 0
"6128" 0 13 23.3724347560201 1 0
"6129" 0 13 63.8449997981079 1 1
"6130" 0 16 51.6395007844549 1 0
"6131" 0 5 22.8895417533349 0 1
"6132" 0 12 44.1546084145084 1 1
"6133" 0 13 46.6610867248382 1 0
"6134" 0 16 64.796374569647 1 1
"6135" 1 16 32.699576899875 1 1
"6136" 0 13 31.2136604250409 1 1
"6137" 1 14 36.2241378899198 1 1
"6138" 0 12 21.8317135253455 0 0
"6139" 0 13 30.3432964216918 1 1
"6140" 0 14 31.6279925836716 0 0
"6141" 0 12 54.0831015103031 1 1
"6142" 0 9 59.7687463040929 1 1
"6143" 1 18 28.2401172199752 0 1
"6144" 0 12 57.3017786685377 0 0
"6145" 0 12 44.5328882453032 1 1
"6146" 0 13 53.8636881189886 1 0
"6147" 1 13 58.1432534079067 1 1
"6148" 0 13 19.1262075398117 0 0
"6149" 1 14 39.0579896699637 1 1
"6150" 0 13 31.7492952784523 0 1
"6151" 0 12 27.5959888412617 1 1
"6152" 0 9 46.9715862765443 0 0
"6153" 0 18 37.5954642097931 1 0
"6154" 0 16 27.8891267515719 0 0
"6155" 0 13 33.0664737361949 1 0
"6156" 0 13 20.0571442646906 1 0
"6157" 0 12 55.3644367591478 1 0
"6158" 0 14 39.1885265407618 0 0
"6159" 0 12 41.6053391373716 0 0
"6160" 0 16 30.7591688411776 0 0
"6161" 0 16 39.4418094097637 1 1
"6162" 0 12 28.3965821964666 0 0
"6163" 0 13 25.9217992778867 1 0
"6164" 0 12 31.6642670438159 1 1
"6165" 0 12 51.4167219288647 1 1
"6166" 0 16 24.7485830653459 1 0
"6167" 0 12 70.5660276524723 0 0
"6168" 0 13 23.251064424403 1 0
"6169" 0 12 61.8050458934158 0 0
"6170" 1 7 45.1418547937647 1 1
"6171" 0 12 47.7205229382962 1 1
"6172" 0 13 56.3573050149716 0 0
"6173" 1 21 79.5987910775002 1 1
"6174" 0 13 20.9786633981857 0 0
"6175" 0 12 30.7282999844756 1 0
"6176" 0 16 27.8933421364054 1 1
"6177" 1 16 40.0678493219893 1 1
"6178" 0 12 60.8665190944448 1 1
"6179" 1 12 58.1780436811969 1 1
"6180" 0 20 71.8206600805279 1 1
"6181" 1 20 50.3272577743046 1 1
"6182" 0 13 29.3627914749086 1 0
"6183" 0 10 33.2155080044176 0 0
"6184" 1 12 60.9567888693418 1 1
"6185" 0 14 33.1247249543667 1 0
"6186" 1 16 43.1356164412573 0 1
"6187" 0 10 33.2643102237489 1 0
"6188" 0 12 33.7177789530251 0 1
"6189" 0 12 32.2164534614421 1 1
"6190" 0 13 21.0059264604934 0 0
"6191" 0 12 38.3460198130924 0 1
"6192" 1 13 38.7715378310531 0 1
"6193" 0 13 39.3903780230321 0 0
"6194" 0 11 17.4673822817858 0 0
"6195" 0 13 21.093359827064 1 1
"6196" 1 13 42.8462360252161 1 1
"6197" 1 12 42.3658047639765 0 1
"6198" 0 11 36.6583803689573 0 0
"6199" 1 13 32.0299262807239 0 0
"6200" 1 16 37.4164394407999 1 1
"6201" 0 16 28.6905573629774 1 0
"6202" 0 14 37.8463681195863 1 1
"6203" 0 12 50.8784527857788 0 0
"6204" 0 11 49.580809049774 1 1
"6205" 1 18 40.3504209662788 1 1
"6206" 0 13 40.6134364949539 1 1
"6207" 0 13 49.9032871297095 1 1
"6208" 1 18 35.3113550217822 1 0
"6209" 0 12 33.3274981940631 1 0
"6210" 0 12 24.1978043669369 1 0
"6211" 0 18 41.8685265006498 0 0
"6212" 1 13 43.4630132042803 1 1
"6213" 1 12 36.0295358668081 1 1
"6214" 0 16 84.4498876673169 1 1
"6215" 0 12 23.8271313705482 1 0
"6216" 1 16 41.4878753132652 1 1
"6217" 1 12 55.0828033785801 1 1
"6218" 0 13 30.6575953031424 1 0
"6219" 0 14 46.9589335767087 1 1
"6220" 1 13 55.716867668787 1 1
"6221" 0 13 34.0294271353632 1 0
"6222" 0 18 54.9954240515362 1 0
"6223" 0 13 27.183978972258 1 0
"6224" 1 18 52.6661640929524 0 1
"6225" 1 13 36.5361284741666 0 1
"6226" 0 12 25.0659844416659 1 0
"6227" 1 16 52.1808781435248 1 1
"6228" 0 12 24.3559379507788 0 0
"6229" 0 12 36.9381658786442 0 0
"6230" 0 12 31.2159594059922 1 1
"6231" 0 13 66.9108055573888 1 1
"6232" 0 16 90.6657341194805 1 1
"6233" 1 18 67.970190710621 1 1
"6234" 0 7 22.0268921053503 1 1
"6235" 0 13 47.9740790445358 0 0
"6236" 1 16 32.6471946197562 1 1
"6237" 0 7 55.0025267491583 1 1
"6238" 0 12 32.7773155178875 0 0
"6239" 0 13 48.1684834565967 0 0
"6240" 0 12 21.1111195182893 1 1
"6241" 0 14 33.8837599211838 0 1
"6242" 0 13 27.1459071259014 0 0
"6243" 0 14 47.2106322979089 0 0
"6244" 0 11 18.5135858755093 0 0
"6245" 1 12 44.6661429677624 1 1
"6246" 0 13 23.5845077601261 1 0
"6247" 0 10 18.5676675818395 0 0
"6248" 0 12 56.670307982713 1 1
"6249" 0 16 24.353093648795 1 0
"6250" 1 16 43.0182941288222 1 1
"6251" 0 16 23.4666312551126 0 0
"6252" 0 13 26.8646370195784 1 0
"6253" 0 12 42.1654541397002 1 0
"6254" 0 12 23.2820318411104 0 0
"6255" 0 10 53.4152514627203 1 1
"6256" 1 12 51.9352699408773 1 1
"6257" 0 12 40.5673123358283 1 0
"6258" 0 16 27.6067019202746 1 0
"6259" 0 13 24.7268874344882 1 0
"6260" 0 12 42.6636182325892 0 0
"6261" 0 12 41.156769354362 0 0
"6262" 0 13 23.6874325724784 1 0
"6263" 0 18 42.6886480608955 1 1
"6264" 1 12 38.0264845858328 1 1
"6265" 0 7 63.216643413296 1 1
"6266" 0 12 31.3881415224168 1 1
"6267" 0 11 18.5490793853533 0 0
"6268" 0 13 21.0045344356913 1 0
"6269" 0 16 24.5918613409158 0 1
"6270" 0 13 55.0720149097033 1 1
"6271" 0 9 20.129017817555 0 0
"6272" 0 13 31.655342750717 0 0
"6273" 0 13 23.2190619946923 0 0
"6274" 0 12 35.8228460927494 1 1
"6275" 0 13 51.4348540902138 1 1
"6276" 0 13 19.7065810642671 0 0
"6277" 0 12 38.2480799788609 1 0
"6278" 0 12 52.8991849613376 1 1
"6279" 0 20 70.5175802153535 1 1
"6280" 0 10 53.5998842439149 1 0
"6281" 1 21 59.0334631297737 1 1
"6282" 0 13 39.4593720438424 1 1
"6283" 0 0.8 18.7130995357875 0 0
"6284" 0 12 41.078944431385 0 0
"6285" 0 13 19.725121807307 1 0
"6286" 0 13 24.3782803530339 0 0
"6287" 0 12 25.7721401143353 0 0
"6288" 0 13 32.1984537793323 1 0
"6289" 1 12 34.233459064737 1 1
"6290" 0 12 35.6007751876023 0 0
"6291" 1 12 50.029423258733 1 1
"6292" 0 12 18.543241819134 1 0
"6293" 0 12 37.189531324897 1 0
"6294" 0 13 30.209061448928 0 0
"6295" 1 18 40.0280471614096 0 1
"6296" 0 12 22.7928145213518 0 0
"6297" 0 13 50.8222100387793 0 0
"6298" 0 12 70.2479087559041 0 0
"6299" 1 18 43.9371447507292 1 1
"6300" 0 13 77.700170152355 1 0
"6301" 0 12 30.2517736668233 1 1
"6302" 0 13 33.0119274514727 1 1
"6303" 1 13 51.1457722659688 1 1
"6304" 1 18 58.1072307638824 1 1
"6305" 0 13 22.6636147405952 1 0
"6306" 0 12 33.7980637317523 1 1
"6307" 0 11 27.337686866289 1 1
"6308" 0 13 35.4308654267807 1 0
"6309" 0 13 32.3706836286001 0 0
"6310" 1 16 41.3849831116386 0 1
"6311" 0 13 37.5546125522815 1 1
"6312" 0 11 17.6069481228478 1 0
"6313" 1 16 50.5906124901958 1 0
"6314" 0 12 31.3683755362872 1 1
"6315" 0 12 54.2243339286651 0 0
"6316" 0 12 23.8038304422516 1 0
"6317" 0 16 40.287932254374 0 0
"6318" 0 16 29.9722008793615 1 1
"6319" 0 12 38.2911788730416 1 1
"6320" 0 14 30.0623683913145 1 1
"6321" 0 13 20.5822353446856 1 0
"6322" 0 13 43.0160705829039 1 1
"6323" 0 13 25.7551003817935 1 0
"6324" 1 18 39.3095183393452 1 1
"6325" 1 14 48.5810836863238 1 1
"6326" 0 12 41.3481429002713 0 0
"6327" 0 16 24.1246505999006 1 0
"6328" 0 13 20.5279999850318 1 0
"6329" 0 13 25.796289913822 0 0
"6330" 1 13 57.0768903279677 1 1
"6331" 1 13 39.504019522341 0 1
"6332" 1 16 66.8110112489667 1 1
"6333" 0 13 34.1822307286784 0 0
"6334" 1 16 36.4120417877566 1 0
"6335" 0 12 46.3801781965885 0 1
"6336" 0 18 42.5059373229742 0 0
"6337" 1 12 46.4768457638565 1 1
"6338" 0 12 34.9267455164809 1 0
"6339" 0 13 43.3406266311649 0 1
"6340" 0 13 42.213447463233 0 0
"6341" 0 16 31.1722304394934 1 0
"6342" 0 13 70.2833825028501 1 1
"6343" 0 13 32.2314453776926 1 1
"6344" 1 12 46.7062521183398 1 1
"6345" 0 7 42.5506994703319 1 0
"6346" 0 14 21.8544364934787 1 0
"6347" 0 16 24.8831334703136 0 0
"6348" 0 12 23.3960092035122 1 0
"6349" 1 18 50.2264248239808 1 1
"6350" 0 13 37.7507820641622 0 0
"6351" 0 11 19.7716875711922 0 0
"6352" 1 14 44.271349165123 1 1
"6353" 0 12 29.5640922221355 1 1
"6354" 0 14 30.8356031887233 0 1
"6355" 0 13 36.9207474843133 1 1
"6356" 0 16 49.5324206119403 1 0
"6357" 0 12 29.1117734080181 1 0
"6358" 0 12 45.8667820838746 0 0
"6359" 1 21 75.1063199285418 1 1
"6360" 0 12 42.5127012450248 0 0
"6361" 0 14 37.575367459096 0 0
"6362" 0 16 51.9704852835275 1 1
"6363" 0 12 61.964003295172 1 1
"6364" 0 14 33.1735595958307 0 0
"6365" 0 12 50.7221090570092 1 1
"6366" 0 12 59.9287978489883 1 0
"6367" 0 12 25.0834574270993 0 0
"6368" 0 12 22.9274595316965 1 0
"6369" 1 13 56.4606702597812 1 1
"6370" 0 16 44.0867991617415 0 0
"6371" 0 14 35.8536068215035 1 1
"6372" 0 12 57.8508273663465 1 0
"6373" 1 12 47.6205196282826 1 1
"6374" 0 16 27.2102946590167 0 0
"6375" 0 12 50.2851793568116 1 1
"6376" 0 16 30.2293865915854 1 0
"6377" 0 11 46.3938944034744 1 1
"6378" 1 20 48.7440615841188 1 1
"6379" 1 16 61.3280942414422 1 0
"6380" 0 12 33.0622338415124 1 0
"6381" 0 12 40.0766274002381 1 1
"6382" 1 13 58.9419626775198 1 1
"6383" 1 18 46.7188014308922 1 1
"6384" 1 13 35.5626902121585 1 1
"6385" 0 13 51.8341906240676 0 0
"6386" 0 0.8 37.2867886770982 0 0
"6387" 0 18 64.6540006133728 1 1
"6388" 0 12 41.4523448620457 1 0
"6389" 0 11 18.8127902008127 1 0
"6390" 0 11 44.3683027033694 1 1
"6391" 1 16 41.3291234963108 0 1
"6392" 1 13 33.5445776372217 1 0
"6393" 0 9 37.7034936756827 0 0
"6394" 0 13 34.5529561052099 0 0
"6395" 0 16 24.7536091392394 0 0
"6396" 0 13 20.0632209903561 1 0
"6397" 0 16 38.6998194714542 1 1
"6398" 0 14 28.3041334324516 0 0
"6399" 0 12 20.6061502592638 1 0
"6400" 0 16 22.4374535998795 1 0
"6401" 0 16 55.5521140876226 0 0
"6402" 0 13 20.8086464095395 1 0
"6403" 0 16 26.2637449505273 0 0
"6404" 0 12 20.0900099957362 1 0
"6405" 0 9 40.5775412986986 0 0
"6406" 1 12 33.872766812332 1 1
"6407" 0 13 54.1457401646767 1 0
"6408" 0 12 24.8835044833831 0 0
"6409" 0 13 25.9774513177108 1 0
"6410" 0 11 18.7830215771683 1 0
"6411" 0 12 49.7086601105984 1 1
"6412" 0 0.8 17.9059271859005 1 0
"6413" 0 14 34.6929096232634 1 1
"6414" 1 16 37.5753532776143 1 1
"6415" 1 13 49.1284000016749 1 1
"6416" 1 12 74.5489661302418 0 0
"6417" 0 12 37.1487027402036 1 0
"6418" 0 11 20.9591865024995 1 1
"6419" 1 12 40.6000171029009 0 1
"6420" 1 16 34.264019441558 1 0
"6421" 0 20 30.6082567642443 1 1
